order_id,user_id,product_id,quantity,amount,date,status
5755,580,P064,2,105489.9,2024-12-05,delivered
5756,222,P045,3,232787.91,2024-06-20,delivered
5757,521,P091,3,95262.6,2025-04-02,delivered
5758,236,P027,2,6843.34,2024-03-10,delivered
5761,353,P049,3,208393.71,2025-01-19,delivered
5762,525,P062,5,270767.1,2024-08-18,delivered
5763,332,P010,1,38023.01,2024-10-28,delivered
5764,264,P034,1,69446.67,2024-03-16,delivered
5765,188,P049,2,138929.14,2024-03-17,delivered
5766,274,P077,5,351466.95,2025-05-09,delivered
5767,321,P084,2,69806.22,2025-03-20,delivered
5768,128,P013,3,140609.43,2024-07-29,delivered
5769,310,P090,5,146901.4,2024-09-28,delivered
5771,393,P071,4,312704.88,2024-06-06,delivered
5772,285,P001,4,138111.64,2024-03-30,delivered
5773,522,P085,5,327224.75,2025-05-06,delivered
5774,150,P004,2,113143.0,2024-06-23,delivered
5777,195,P048,4,142222.56,2025-01-13,delivered
5779,235,P029,3,236795.25,2024-03-04,delivered
5780,486,P090,1,29380.28,2024-03-28,delivered
5781,514,P070,4,15808.56,2024-08-20,delivered
5783,394,P031,4,1978.8,2024-11-02,delivered
5784,303,P092,1,55667.83,2025-05-29,delivered
5785,162,P097,4,73035.36,2024-06-26,delivered
5786,598,P028,2,23905.24,2024-05-09,delivered
5787,317,P011,4,270196.88,2024-07-25,delivered
5788,528,P077,3,210880.17,2024-11-23,delivered
5789,145,P050,5,71271.35,2025-02-10,delivered
5790,539,P036,5,206480.6,2025-04-14,delivered
5792,158,P054,2,109383.04,2024-05-31,delivered
5793,574,P014,5,347374.4,2024-04-13,delivered
5794,545,P069,3,239859.48,2025-02-24,delivered
5795,297,P084,4,139612.44,2025-04-29,delivered
5797,120,P051,3,166322.43,2024-08-31,delivered
5798,482,P061,3,165579.57,2025-01-16,delivered
5800,540,P090,1,29380.28,2024-08-21,delivered
5801,254,P096,4,119691.28,2024-11-24,delivered
5802,474,P054,5,273457.6,2024-04-01,delivered
5803,327,P028,4,47810.48,2025-05-11,delivered
5804,521,P008,5,294692.6,2024-06-11,delivered
5805,260,P091,5,158771.0,2025-02-17,delivered
5806,500,P068,5,263309.2,2024-01-30,delivered
5807,199,P026,1,40628.06,2024-09-12,delivered
5808,334,P007,3,9090.15,2024-07-22,delivered
5809,289,P060,5,372414.0,2025-02-10,delivered
5811,405,P058,2,91383.44,2025-04-30,delivered
5812,277,P021,3,9730.65,2024-04-02,delivered
5813,115,P050,1,14254.27,2024-06-15,delivered
5814,539,P029,2,157863.5,2024-07-30,delivered
5815,434,P053,5,377873.4,2024-01-21,delivered
5816,343,P017,2,43305.98,2024-01-09,delivered
5818,559,P049,3,208393.71,2025-04-15,delivered
5820,400,P014,1,69474.88,2025-06-07,delivered
5821,388,P083,5,319226.55,2024-10-16,delivered
5822,451,P014,4,277899.52,2024-03-06,delivered
5823,242,P082,3,183019.74,2024-10-10,delivered
5824,436,P092,3,167003.49,2024-07-11,delivered
5828,478,P005,5,67233.25,2024-07-13,delivered
5829,472,P092,2,111335.66,2025-05-02,delivered
5830,360,P039,2,22516.28,2024-07-04,delivered
5831,150,P061,2,110386.38,2024-09-21,delivered
5832,585,P088,3,1680.36,2024-04-01,delivered
5833,282,P029,3,236795.25,2025-03-06,delivered
5835,536,P016,4,36169.52,2024-02-24,delivered
5837,372,P039,4,45032.56,2024-02-25,delivered
5840,271,P081,2,129293.78,2024-11-16,delivered
5841,103,P058,3,137075.16,2024-08-02,delivered
5842,396,P098,2,11896.7,2025-05-16,delivered
5844,320,P062,4,216613.68,2024-01-05,delivered
5845,374,P026,3,121884.18,2024-01-15,delivered
5846,488,P068,2,105323.68,2024-01-19,delivered
5847,421,P094,2,71901.24,2024-08-19,delivered
5848,260,P017,1,21652.99,2025-01-27,delivered
5849,186,P009,1,53137.98,2024-11-01,delivered
5850,334,P094,5,179753.1,2025-06-20,delivered
5853,110,P030,2,154425.96,2024-05-14,delivered
5854,476,P003,5,247049.4,2025-05-31,delivered
5855,164,P047,1,53840.91,2025-01-19,delivered
5856,495,P069,5,399765.8,2024-02-19,delivered
5857,439,P014,1,69474.88,2024-02-19,delivered
5858,314,P057,4,278102.04,2024-05-06,delivered
5859,343,P090,2,58760.56,2024-07-29,delivered
5860,255,P054,1,54691.52,2025-06-16,delivered
5861,419,P078,2,64781.62,2025-03-04,delivered
5862,362,P093,5,155728.95,2024-04-30,delivered
5863,159,P014,4,277899.52,2024-07-22,delivered
5864,499,P034,5,347233.35,2024-07-25,delivered
5865,461,P053,3,226724.04,2024-06-13,delivered
5866,381,P064,2,105489.9,2025-05-07,delivered
5867,221,P001,1,34527.91,2024-04-01,delivered
5868,528,P074,4,250450.4,2024-06-01,delivered
5869,500,P066,1,52133.51,2024-04-13,delivered
5870,430,P030,4,308851.92,2024-10-30,delivered
5871,338,P007,1,3030.05,2024-06-27,delivered
5873,479,P015,1,16546.71,2024-02-16,delivered
5874,537,P018,2,9322.48,2024-12-02,delivered
5875,558,P057,5,347627.55,2024-10-01,delivered
5878,510,P054,2,109383.04,2024-04-25,delivered
5879,457,P093,1,31145.79,2024-06-12,delivered
5880,314,P076,4,236408.36,2025-03-24,delivered
5881,413,P049,3,208393.71,2024-01-30,delivered
5883,124,P009,3,159413.94,2024-11-17,delivered
5884,461,P087,5,218023.4,2024-08-17,delivered
5886,439,P094,2,71901.24,2025-05-08,delivered
5887,440,P087,4,174418.72,2024-06-01,delivered
5890,265,P031,3,1484.1,2024-10-11,delivered
5894,329,P041,1,24703.6,2025-05-24,delivered
5895,153,P052,4,268261.64,2024-02-06,delivered
5896,523,P012,5,322365.25,2024-11-07,delivered
5897,436,P086,4,38818.8,2024-12-15,delivered
5898,523,P007,2,6060.1,2025-04-10,delivered
5899,387,P099,5,241577.7,2025-04-29,delivered
5900,467,P058,1,45691.72,2024-04-09,delivered
5901,102,P044,3,161721.75,2024-10-25,delivered
5903,172,P092,4,222671.32,2024-04-19,delivered
5905,211,P059,2,5055.86,2024-12-12,delivered
5907,335,P085,5,327224.75,2025-05-31,delivered
5908,594,P064,1,52744.95,2025-06-27,delivered
5909,384,P056,5,247329.95,2025-05-09,delivered
5910,455,P075,2,90809.2,2024-05-11,delivered
5913,594,P044,3,161721.75,2025-04-08,delivered
5914,171,P053,5,377873.4,2025-06-08,delivered
5915,532,P090,5,146901.4,2024-11-17,delivered
5916,203,P027,5,17108.35,2024-10-24,delivered
5917,572,P087,2,87209.36,2024-07-01,delivered
5920,514,P002,5,99861.35,2024-04-19,delivered
5921,296,P019,1,42540.45,2024-02-27,delivered
5922,237,P097,2,36517.68,2024-10-20,delivered
5923,175,P008,3,176815.56,2024-07-27,delivered
5926,299,P054,3,164074.56,2024-02-25,delivered
5927,481,P033,2,102331.36,2025-03-29,delivered
5928,567,P082,3,183019.74,2024-07-20,delivered
5929,251,P058,2,91383.44,2024-03-17,delivered
5931,121,P055,3,119472.78,2024-09-27,delivered
5932,183,P075,3,136213.8,2024-01-06,delivered
5933,339,P091,2,63508.4,2024-02-10,delivered
5934,576,P042,5,282019.95,2024-02-22,delivered
5935,352,P074,5,313063.0,2025-01-01,delivered
5936,502,P091,3,95262.6,2025-06-22,delivered
5937,590,P024,5,373583.05,2024-03-10,delivered
5938,313,P070,5,19760.7,2025-02-17,delivered
5939,279,P029,2,157863.5,2024-12-05,delivered
5941,388,P097,1,18258.84,2024-04-27,delivered
5942,329,P031,5,2473.5,2024-09-06,delivered
5944,232,P070,3,11856.42,2024-01-26,delivered
5945,364,P066,4,208534.04,2025-05-13,delivered
5946,252,P084,2,69806.22,2024-11-24,delivered
5947,586,P013,2,93739.62,2025-06-30,delivered
5949,528,P014,2,138949.76,2025-03-21,delivered
5951,468,P043,1,16228.09,2024-03-30,delivered
5952,128,P023,3,108692.1,2024-03-13,delivered
5954,423,P052,4,268261.64,2024-11-19,delivered
5955,300,P087,1,43604.68,2024-01-07,delivered
5956,488,P096,5,149614.1,2024-02-16,delivered
5957,284,P065,1,31569.77,2024-10-23,delivered
5959,303,P085,1,65444.95,2025-04-30,delivered
5960,374,P029,2,157863.5,2025-02-04,delivered
5961,592,P082,2,122013.16,2024-11-01,delivered
5962,591,P002,5,99861.35,2024-05-24,delivered
5963,122,P001,5,172639.55,2025-02-07,delivered
5965,564,P083,5,319226.55,2024-05-25,delivered
5966,195,P029,5,394658.75,2024-09-15,delivered
5968,431,P071,1,78176.22,2024-10-24,delivered
5969,229,P013,2,93739.62,2025-05-13,delivered
5970,283,P017,2,43305.98,2024-04-12,delivered
5972,331,P043,5,81140.45,2024-11-09,delivered
5974,187,P001,3,103583.73,2024-09-09,delivered
5975,465,P095,4,76319.12,2024-10-10,delivered
5977,329,P046,3,22808.01,2025-05-13,delivered
5978,190,P083,5,319226.55,2024-03-24,delivered
5979,540,P018,5,23306.2,2024-07-20,delivered
5980,476,P081,1,64646.89,2024-03-18,delivered
5981,535,P065,1,31569.77,2025-02-18,delivered
5984,215,P099,5,241577.7,2024-10-24,delivered
5986,287,P065,1,31569.77,2024-09-01,delivered
5987,488,P066,2,104267.02,2025-04-01,delivered
5990,219,P009,3,159413.94,2025-01-13,delivered
5991,122,P086,2,19409.4,2025-06-14,delivered
5992,299,P061,4,220772.76,2024-02-17,delivered
5993,433,P042,1,56403.99,2025-06-17,delivered
5995,435,P049,3,208393.71,2024-03-20,delivered
5996,293,P029,5,394658.75,2025-02-19,delivered
5997,519,P045,4,310383.88,2025-05-08,delivered
5998,357,P018,4,18644.96,2024-06-18,delivered
5999,140,P066,3,156400.53,2024-08-04,delivered
6000,196,P021,3,9730.65,2024-05-01,delivered
6003,112,P032,1,76149.76,2024-05-10,delivered
6004,169,P081,5,323234.45,2024-02-10,delivered
6006,407,P073,1,69673.2,2024-10-17,delivered
6008,188,P029,4,315727.0,2024-05-26,delivered
6009,420,P085,5,327224.75,2024-09-27,delivered
6010,471,P088,3,1680.36,2025-04-09,delivered
6011,218,P049,4,277858.28,2024-05-15,delivered
6013,524,P020,5,374673.95,2024-04-08,delivered
6014,344,P079,5,131149.75,2024-02-09,delivered
6017,218,P062,4,216613.68,2024-12-24,delivered
6018,318,P018,3,13983.72,2025-05-03,delivered
6019,566,P011,3,202647.66,2025-02-22,delivered
6020,197,P001,1,34527.91,2025-06-19,delivered
6021,367,P001,4,138111.64,2024-07-29,delivered
6025,487,P027,4,13686.68,2025-05-09,delivered
6026,290,P072,5,163059.75,2025-05-10,delivered
6027,258,P074,3,187837.8,2025-02-11,delivered
6029,501,P090,2,58760.56,2024-04-12,delivered
6030,361,P052,3,201196.23,2024-02-23,delivered
6031,300,P082,1,61006.58,2024-04-03,delivered
6032,342,P077,4,281173.56,2024-03-31,delivered
6033,235,P029,3,236795.25,2024-03-22,delivered
6034,471,P050,4,57017.08,2025-06-17,delivered
6036,325,P002,2,39944.54,2025-06-14,delivered
6037,200,P005,5,67233.25,2025-06-06,delivered
6038,415,P022,1,9856.58,2025-01-03,delivered
6039,436,P001,2,69055.82,2024-03-29,delivered
6041,401,P026,5,203140.3,2024-01-16,delivered
6042,571,P012,5,322365.25,2024-10-18,delivered
6044,577,P052,5,335327.05,2024-01-05,delivered
6045,190,P053,5,377873.4,2024-04-19,delivered
6046,358,P038,3,160147.35,2024-04-29,delivered
6048,595,P049,5,347322.85,2025-05-10,delivered
6049,488,P044,4,215629.0,2025-04-16,delivered
6052,590,P046,5,38013.35,2024-01-10,delivered
6053,228,P037,1,39158.84,2025-02-12,delivered
6054,139,P071,2,156352.44,2025-05-02,delivered
6055,282,P028,5,59763.1,2024-10-02,delivered
6056,585,P096,2,59845.64,2025-05-25,delivered
6057,221,P095,2,38159.56,2024-09-28,delivered
6058,218,P026,2,81256.12,2024-12-30,delivered
6061,291,P080,3,160322.13,2025-05-19,delivered
6063,214,P097,5,91294.2,2024-05-11,delivered
6064,370,P055,4,159297.04,2024-02-03,delivered
6065,302,P088,2,1120.24,2025-04-13,delivered
6066,458,P067,4,34467.12,2024-11-19,delivered
6067,107,P087,2,87209.36,2025-01-23,delivered
6068,267,P047,5,269204.55,2024-09-22,delivered
6070,591,P079,3,78689.85,2025-01-09,delivered
6071,356,P055,2,79648.52,2025-03-05,delivered
6072,287,P052,3,201196.23,2025-04-06,delivered
6073,393,P017,5,108264.95,2024-08-22,delivered
6075,201,P019,2,85080.9,2025-04-29,delivered
6076,191,P054,4,218766.08,2024-05-17,delivered
6077,503,P063,3,51997.32,2024-09-13,delivered
6078,304,P013,2,93739.62,2024-03-02,delivered
6080,482,P043,3,48684.27,2025-01-04,delivered
6081,387,P072,3,97835.85,2024-12-18,delivered
6082,311,P016,3,27127.14,2024-07-22,delivered
6085,415,P037,4,156635.36,2024-05-28,delivered
6086,428,P044,4,215629.0,2025-02-18,delivered
6087,141,P021,3,9730.65,2024-08-21,delivered
6090,312,P022,2,19713.16,2024-01-24,delivered
6091,473,P031,3,1484.1,2024-03-22,delivered
6092,186,P051,1,55440.81,2024-04-07,delivered
6093,580,P061,5,275965.95,2024-02-25,delivered
6094,495,P051,5,277204.05,2024-03-26,delivered
6097,421,P017,2,43305.98,2025-06-23,delivered
6099,340,P070,3,11856.42,2025-03-31,delivered
6101,424,P096,5,149614.1,2025-03-21,delivered
6102,566,P045,4,310383.88,2024-08-20,delivered
6103,327,P040,3,7484.67,2025-02-26,delivered
6104,180,P039,1,11258.14,2024-01-01,delivered
6106,585,P097,4,73035.36,2024-11-02,delivered
6107,493,P056,3,148397.97,2024-08-24,delivered
6110,213,P034,1,69446.67,2025-03-08,delivered
6111,365,P098,5,29741.75,2024-10-05,delivered
6113,197,P009,2,106275.96,2024-05-19,delivered
6114,157,P082,4,244026.32,2025-04-08,delivered
6115,459,P080,4,213762.84,2024-07-11,delivered
6116,110,P020,1,74934.79,2024-01-23,delivered
6117,598,P014,3,208424.64,2024-10-02,delivered
6118,467,P057,1,69525.51,2024-08-26,delivered
6119,178,P002,4,79889.08,2024-08-10,delivered
6121,457,P005,3,40339.95,2024-03-23,delivered
6123,193,P025,3,76082.61,2025-01-25,delivered
6126,477,P099,1,48315.54,2025-06-17,delivered
6127,343,P050,3,42762.81,2024-11-26,delivered
6128,423,P094,1,35950.62,2025-06-17,delivered
6129,230,P062,3,162460.26,2024-07-22,delivered
6130,555,P007,2,6060.1,2024-04-25,delivered
6131,425,P056,3,148397.97,2024-01-16,delivered
6134,453,P077,2,140586.78,2025-01-15,delivered
6135,228,P021,4,12974.2,2024-04-03,delivered
6136,577,P098,1,5948.35,2024-03-02,delivered
6137,431,P020,5,374673.95,2024-04-19,delivered
6139,476,P025,1,25360.87,2025-01-21,delivered
6142,198,P073,2,139346.4,2024-12-22,delivered
6143,475,P060,3,223448.4,2024-06-13,delivered
6144,372,P020,4,299739.16,2024-10-29,delivered
6146,476,P024,1,74716.61,2025-01-07,delivered
6147,265,P093,1,31145.79,2025-01-31,delivered
6148,369,P088,4,2240.48,2024-06-06,delivered
6149,266,P053,3,226724.04,2024-04-23,delivered
6150,368,P085,1,65444.95,2024-02-14,delivered
6153,370,P080,5,267203.55,2024-09-19,delivered
6154,288,P029,5,394658.75,2024-03-13,delivered
6157,521,P048,1,35555.64,2024-09-29,delivered
6158,476,P010,3,114069.03,2024-03-20,delivered
6159,592,P067,1,8616.78,2024-04-13,delivered
6160,373,P050,2,28508.54,2024-07-16,delivered
6161,392,P081,2,129293.78,2025-03-01,delivered
6163,460,P086,4,38818.8,2024-04-16,delivered
6164,506,P024,5,373583.05,2025-02-15,delivered
6165,437,P021,5,16217.75,2025-03-29,delivered
6166,563,P041,5,123518.0,2024-11-28,delivered
6167,312,P098,4,23793.4,2024-11-27,delivered
6168,389,P070,2,7904.28,2025-01-19,delivered
6169,285,P058,4,182766.88,2025-02-10,delivered
6170,472,P005,3,40339.95,2024-01-17,delivered
6171,556,P039,1,11258.14,2024-11-03,delivered
6172,210,P041,1,24703.6,2024-10-09,delivered
6173,149,P005,4,53786.6,2024-12-30,delivered
6174,171,P034,3,208340.01,2024-09-12,delivered
6175,232,P039,1,11258.14,2025-02-13,delivered
6176,476,P010,3,114069.03,2025-05-09,delivered
6177,350,P089,5,130172.05,2024-04-07,delivered
6178,120,P094,5,179753.1,2025-01-25,delivered
6181,128,P040,5,12474.45,2024-02-12,delivered
6182,377,P073,2,139346.4,2024-11-30,delivered
6183,179,P007,4,12120.2,2025-04-01,delivered
6184,214,P056,3,148397.97,2025-02-07,delivered
6185,168,P044,1,53907.25,2025-05-02,delivered
6188,387,P026,4,162512.24,2025-02-08,delivered
6189,388,P079,5,131149.75,2024-09-09,delivered
6190,137,P035,4,145734.84,2024-11-27,delivered
6191,158,P086,4,38818.8,2025-03-09,delivered
6192,279,P025,3,76082.61,2024-12-18,delivered
6194,420,P019,4,170161.8,2024-02-15,delivered
6195,203,P088,3,1680.36,2024-06-08,delivered
6196,158,P095,1,19079.78,2024-09-05,delivered
6197,545,P037,1,39158.84,2024-12-17,delivered
6198,257,P058,4,182766.88,2024-01-24,delivered
6199,208,P095,5,95398.9,2024-08-04,delivered
6200,380,P067,3,25850.34,2025-05-09,delivered
6201,456,P090,1,29380.28,2025-01-20,delivered
6202,231,P022,1,9856.58,2024-10-17,delivered
6203,505,P090,5,146901.4,2024-10-04,delivered
6205,439,P035,3,109301.13,2024-04-20,delivered
6208,544,P077,5,351466.95,2024-03-31,delivered
6209,202,P065,4,126279.08,2024-01-23,delivered
6211,302,P096,2,59845.64,2024-01-19,delivered
6212,451,P046,3,22808.01,2024-11-05,delivered
6214,556,P004,5,282857.5,2024-10-13,delivered
6215,178,P044,4,215629.0,2024-05-20,delivered
6217,224,P074,2,125225.2,2025-03-12,delivered
6218,566,P078,3,97172.43,2025-04-04,delivered
6219,206,P084,2,69806.22,2024-07-26,delivered
6221,566,P099,2,96631.08,2024-06-10,delivered
6222,135,P072,5,163059.75,2024-05-01,delivered
6224,593,P053,3,226724.04,2025-03-29,delivered
6225,178,P100,2,106980.4,2024-04-19,delivered
6226,195,P004,5,282857.5,2024-09-30,delivered
6227,406,P030,2,154425.96,2024-01-27,delivered
6230,352,P061,2,110386.38,2024-06-16,delivered
6231,216,P005,4,53786.6,2024-01-16,delivered
6232,587,P053,2,151149.36,2024-07-26,delivered
6233,134,P023,4,144922.8,2025-05-16,delivered
6235,498,P006,5,67463.9,2025-01-24,delivered
6236,302,P079,5,131149.75,2025-06-21,delivered
6237,367,P014,4,277899.52,2025-04-12,delivered
6238,550,P032,5,380748.8,2025-02-09,delivered
6239,386,P050,5,71271.35,2024-02-20,delivered
6240,250,P057,4,278102.04,2024-11-07,delivered
6241,337,P022,4,39426.32,2024-10-28,delivered
6243,147,P093,5,155728.95,2024-04-25,delivered
6245,312,P042,4,225615.96,2024-01-26,delivered
6246,333,P076,2,118204.18,2025-04-10,delivered
6247,229,P042,2,112807.98,2024-05-06,delivered
6248,159,P091,4,127016.8,2025-01-06,delivered
6249,369,P091,4,127016.8,2025-06-07,delivered
6250,294,P071,4,312704.88,2024-02-14,delivered
6251,568,P043,5,81140.45,2024-06-02,delivered
6253,258,P040,4,9979.56,2024-10-22,delivered
6254,161,P017,2,43305.98,2024-01-04,delivered
6255,107,P059,4,10111.72,2025-05-25,delivered
6257,333,P053,4,302298.72,2024-03-22,delivered
6258,226,P071,3,234528.66,2024-07-31,delivered
6259,195,P019,1,42540.45,2024-12-23,delivered
6260,175,P005,5,67233.25,2024-11-01,delivered
6263,484,P075,3,136213.8,2024-02-06,delivered
6265,520,P009,4,212551.92,2024-03-07,delivered
6266,342,P018,1,4661.24,2024-10-08,delivered
6267,370,P053,5,377873.4,2024-08-02,delivered
6268,414,P008,1,58938.52,2025-06-25,delivered
6270,412,P041,3,74110.8,2025-06-22,delivered
6272,353,P024,5,373583.05,2024-08-26,delivered
6275,124,P043,3,48684.27,2024-08-05,delivered
6276,428,P026,3,121884.18,2024-09-17,delivered
6277,258,P039,5,56290.7,2024-11-27,delivered
6279,471,P073,5,348366.0,2024-01-30,delivered
6281,509,P005,2,26893.3,2025-05-08,delivered
6283,502,P053,1,75574.68,2025-06-17,delivered
6284,390,P093,3,93437.37,2024-01-20,delivered
6285,396,P088,3,1680.36,2024-12-28,delivered
6286,597,P020,3,224804.37,2024-02-01,delivered
6288,196,P077,1,70293.39,2024-11-11,delivered
6289,464,P005,3,40339.95,2025-02-27,delivered
6290,355,P031,3,1484.1,2025-04-07,delivered
6291,211,P068,3,157985.52,2024-06-28,delivered
6293,360,P004,4,226286.0,2025-05-27,delivered
6294,198,P044,4,215629.0,2025-06-20,delivered
6295,498,P042,2,112807.98,2024-04-10,delivered
6297,466,P067,1,8616.78,2024-01-05,delivered
6298,578,P006,5,67463.9,2024-03-30,delivered
6299,340,P006,1,13492.78,2025-06-17,delivered
6300,112,P074,3,187837.8,2024-08-02,delivered
6301,203,P025,3,76082.61,2024-10-10,delivered
6302,496,P057,1,69525.51,2024-10-06,delivered
6303,181,P036,1,41296.12,2024-01-16,delivered
6304,206,P070,3,11856.42,2024-11-22,delivered
6305,173,P091,3,95262.6,2024-09-07,delivered
6307,126,P017,1,21652.99,2025-04-27,delivered
6309,301,P023,5,181153.5,2025-04-01,delivered
6310,260,P043,2,32456.18,2025-06-30,delivered
6311,599,P097,4,73035.36,2024-05-14,delivered
6313,259,P088,4,2240.48,2025-04-26,delivered
6314,586,P029,2,157863.5,2024-09-21,delivered
6316,350,P004,1,56571.5,2025-05-01,delivered
6317,280,P062,4,216613.68,2024-06-23,delivered
6318,494,P045,5,387979.85,2024-05-10,delivered
6319,308,P092,1,55667.83,2024-11-29,delivered
6321,403,P053,2,151149.36,2024-09-06,delivered
6322,599,P062,4,216613.68,2024-03-08,delivered
6324,391,P044,5,269536.25,2024-08-29,delivered
6325,440,P086,1,9704.7,2025-05-13,delivered
6326,404,P077,4,281173.56,2024-11-29,delivered
6328,136,P077,1,70293.39,2025-01-23,delivered
6329,354,P083,1,63845.31,2024-04-02,delivered
6330,519,P018,5,23306.2,2024-01-01,delivered
6331,439,P020,4,299739.16,2025-06-28,delivered
6332,300,P079,5,131149.75,2025-04-02,delivered
6333,206,P088,3,1680.36,2024-11-02,delivered
6334,571,P056,3,148397.97,2024-04-01,delivered
6335,414,P066,4,208534.04,2024-05-10,delivered
6336,132,P048,5,177778.2,2024-02-24,delivered
6337,461,P072,3,97835.85,2024-04-22,delivered
6341,172,P025,5,126804.35,2025-01-28,delivered
6342,531,P054,2,109383.04,2024-10-22,delivered
6343,169,P002,1,19972.27,2024-01-17,delivered
6344,470,P063,4,69329.76,2024-05-19,delivered
6347,383,P058,4,182766.88,2024-12-29,delivered
6349,534,P094,2,71901.24,2025-05-28,delivered
6350,311,P070,5,19760.7,2025-01-10,delivered
6351,120,P073,4,278692.8,2025-01-12,delivered
6352,398,P062,1,54153.42,2024-05-25,delivered
6353,339,P067,1,8616.78,2025-06-19,delivered
6354,226,P061,1,55193.19,2024-11-15,delivered
6357,281,P038,3,160147.35,2024-06-20,delivered
6358,456,P077,3,210880.17,2024-09-23,delivered
6359,423,P061,5,275965.95,2024-06-22,delivered
6360,437,P038,5,266912.25,2024-01-28,delivered
6361,349,P011,2,135098.44,2025-06-01,delivered
6362,536,P036,3,123888.36,2024-05-15,delivered
6363,241,P033,1,51165.68,2024-04-24,delivered
6364,566,P076,2,118204.18,2025-04-02,delivered
6366,193,P068,1,52661.84,2024-12-17,delivered
6369,472,P082,2,122013.16,2024-08-03,delivered
6370,128,P083,3,191535.93,2024-04-28,delivered
6371,186,P060,4,297931.2,2025-05-02,delivered
6373,450,P091,4,127016.8,2025-04-30,delivered
6374,175,P068,4,210647.36,2024-01-13,delivered
6375,575,P058,4,182766.88,2024-11-19,delivered
6376,150,P069,3,239859.48,2025-03-18,delivered
6377,272,P035,3,109301.13,2024-04-10,delivered
6378,436,P075,4,181618.4,2025-04-17,delivered
6379,476,P087,5,218023.4,2024-07-18,delivered
6380,447,P089,2,52068.82,2024-11-16,delivered
6382,151,P068,1,52661.84,2025-04-01,delivered
6383,213,P093,3,93437.37,2024-09-14,delivered
6384,118,P004,5,282857.5,2024-04-04,delivered
6385,581,P077,2,140586.78,2024-05-04,delivered
6386,145,P078,2,64781.62,2025-01-19,delivered
6387,559,P015,2,33093.42,2024-09-16,delivered
6388,340,P085,1,65444.95,2025-04-09,delivered
6389,494,P055,3,119472.78,2024-09-20,delivered
6391,299,P043,1,16228.09,2024-09-21,delivered
6392,192,P057,1,69525.51,2025-05-18,delivered
6393,413,P051,2,110881.62,2025-05-18,delivered
6394,174,P070,4,15808.56,2024-08-11,delivered
6395,568,P057,3,208576.53,2024-04-15,delivered
6397,110,P064,2,105489.9,2024-01-01,delivered
6398,441,P050,3,42762.81,2024-06-04,delivered
6400,345,P056,4,197863.96,2024-03-12,delivered
6401,102,P050,4,57017.08,2024-05-04,delivered
6402,271,P088,3,1680.36,2025-02-14,delivered
6403,424,P083,1,63845.31,2025-01-09,delivered
6404,142,P059,3,7583.79,2024-07-26,delivered
6405,384,P006,4,53971.12,2024-07-14,delivered
6407,144,P081,4,258587.56,2024-07-13,delivered
6410,374,P058,1,45691.72,2024-02-07,delivered
6411,129,P044,1,53907.25,2025-02-19,delivered
6412,209,P084,5,174515.55,2025-04-14,delivered
6413,480,P075,2,90809.2,2024-03-14,delivered
6415,565,P080,1,53440.71,2024-09-05,delivered
6416,108,P023,1,36230.7,2024-11-10,delivered
6417,334,P079,2,52459.9,2024-03-06,delivered
6418,159,P064,5,263724.75,2024-08-13,delivered
6420,267,P016,5,45211.9,2024-05-20,delivered
6421,529,P028,1,11952.62,2024-06-26,delivered
6424,225,P075,1,45404.6,2024-05-16,delivered
6425,506,P081,5,323234.45,2025-01-20,delivered
6426,109,P063,1,17332.44,2024-01-07,delivered
6428,456,P099,4,193262.16,2024-05-09,delivered
6430,311,P031,2,989.4,2024-02-08,delivered
6431,468,P064,5,263724.75,2024-03-31,delivered
6432,279,P054,1,54691.52,2024-08-29,delivered
6433,161,P068,1,52661.84,2025-01-05,delivered
6434,338,P099,2,96631.08,2024-10-10,delivered
6436,191,P021,1,3243.55,2024-02-25,delivered
6437,246,P027,4,13686.68,2024-09-14,delivered
6438,416,P098,4,23793.4,2024-02-14,delivered
6439,480,P007,5,15150.25,2024-06-29,delivered
6440,503,P004,4,226286.0,2025-06-11,delivered
6442,202,P096,3,89768.46,2024-08-23,delivered
6444,546,P026,4,162512.24,2024-08-13,delivered
6446,175,P028,5,59763.1,2025-04-10,delivered
6447,299,P048,2,71111.28,2025-04-13,delivered
6448,424,P046,3,22808.01,2024-07-26,delivered
6449,166,P005,5,67233.25,2024-03-02,delivered
6451,188,P098,3,17845.05,2024-08-13,delivered
6452,410,P021,5,16217.75,2024-06-23,delivered
6453,145,P053,5,377873.4,2025-05-15,delivered
6454,403,P061,4,220772.76,2024-10-12,delivered
6455,474,P055,2,79648.52,2024-09-10,delivered
6456,323,P075,2,90809.2,2024-06-01,delivered
6457,314,P006,1,13492.78,2025-04-26,delivered
6458,318,P068,4,210647.36,2025-05-05,delivered
6459,332,P064,2,105489.9,2024-03-26,delivered
6460,455,P094,4,143802.48,2024-08-11,delivered
6461,284,P038,2,106764.9,2024-04-02,delivered
6464,338,P099,2,96631.08,2025-02-19,delivered
6465,505,P048,4,142222.56,2024-01-02,delivered
6466,298,P089,3,78103.23,2025-06-27,delivered
6467,252,P055,3,119472.78,2024-07-31,delivered
6468,418,P043,1,16228.09,2025-06-11,delivered
6469,555,P007,1,3030.05,2025-01-27,delivered
6470,339,P080,1,53440.71,2025-01-09,delivered
6471,190,P083,5,319226.55,2024-03-09,delivered
6473,478,P097,5,91294.2,2024-08-02,delivered
6475,242,P007,1,3030.05,2025-01-16,delivered
