user_id,buy_probability,prediction,confidence,reason_1,reason_2,reason_3,plain_english
252,0.014,May Not Buy,High,You have not shopped recently,Your purchase rate has slowed,Your spending is currently low,This customer is may not purchase soon. Key factors: You have not shopped recently; Your purchase rate has slowed; Your spending is currently low.
253,0.025,May Not Buy,High,You have not shopped recently,Your basket size is small,You buy in larger quantities,This customer is may not purchase soon. Key factors: You have not shopped recently; Your basket size is small; You buy in larger quantities.
254,0.0,May Not Buy,High,You have not shopped recently,Your purchase rate has slowed,Low cart activity observed,This customer is may not purchase soon. Key factors: You have not shopped recently; Your purchase rate has slowed; Low cart activity observed.
255,0.987,Will Buy,High,Your recent activity on our platform,Your consistent purchase habits,You shop frequently with us,This customer is likely to purchase. Key factors: Your recent activity on our platform; Your consistent purchase habits; You shop frequently with us.
256,0.009,May Not Buy,High,You have not shopped recently,Your purchase rate has slowed,Short browsing sessions detected,This customer is may not purchase soon. Key factors: You have not shopped recently; Your purchase rate has slowed; Short browsing sessions detected.
257,0.026,May Not Buy,High,You have not shopped recently,Your purchase rate has slowed,Your purchase frequency is low,This customer is may not purchase soon. Key factors: You have not shopped recently; Your purchase rate has slowed; Your purchase frequency is low.
258,0.023,May Not Buy,High,You have not shopped recently,You buy fewer items per visit,Your consistent purchase habits,This customer is may not purchase soon. Key factors: You have not shopped recently; You buy fewer items per visit; Your consistent purchase habits.
259,0.969,Will Buy,High,Your recent activity on our platform,Your purchase rate has slowed,You frequently add items to cart,This customer is likely to purchase. Key factors: Your recent activity on our platform; Your purchase rate has slowed; You frequently add items to cart.
260,0.981,Will Buy,High,Your recent activity on our platform,Your consistent purchase habits,Your high spending pattern,This customer is likely to purchase. Key factors: Your recent activity on our platform; Your consistent purchase habits; Your high spending pattern.
261,0.924,Will Buy,High,Your recent activity on our platform,Your large average basket size,You actively browse our products,This customer is likely to purchase. Key factors: Your recent activity on our platform; Your large average basket size; You actively browse our products.
262,0.022,May Not Buy,High,You have not shopped recently,You buy fewer items per visit,Your purchase frequency is low,This customer is may not purchase soon. Key factors: You have not shopped recently; You buy fewer items per visit; Your purchase frequency is low.
263,0.969,Will Buy,High,Your recent activity on our platform,Your consistent purchase habits,Low cart activity observed,This customer is likely to purchase. Key factors: Your recent activity on our platform; Your consistent purchase habits; Low cart activity observed.
264,0.022,May Not Buy,High,You have not shopped recently,You buy fewer items per visit,Low cart activity observed,This customer is may not purchase soon. Key factors: You have not shopped recently; You buy fewer items per visit; Low cart activity observed.
265,0.02,May Not Buy,High,You have not shopped recently,Low cart activity observed,Low cart conversion rate,This customer is may not purchase soon. Key factors: You have not shopped recently; Low cart activity observed; Low cart conversion rate.
266,0.033,May Not Buy,High,You have not shopped recently,Your consistent purchase habits,Your spending is currently low,This customer is may not purchase soon. Key factors: You have not shopped recently; Your consistent purchase habits; Your spending is currently low.
267,0.976,Will Buy,High,Your recent activity on our platform,Your consistent purchase habits,You spend quality time browsing,This customer is likely to purchase. Key factors: Your recent activity on our platform; Your consistent purchase habits; You spend quality time browsing.
268,0.012,May Not Buy,High,You have not shopped recently,Your purchase rate has slowed,Limited product browsing detected,This customer is may not purchase soon. Key factors: You have not shopped recently; Your purchase rate has slowed; Limited product browsing detected.
269,0.974,Will Buy,High,Your recent activity on our platform,You actively browse our products,You buy in larger quantities,This customer is likely to purchase. Key factors: Your recent activity on our platform; You actively browse our products; You buy in larger quantities.
270,0.875,Will Buy,High,Your recent activity on our platform,You buy fewer items per visit,Your purchase rate has slowed,This customer is likely to purchase. Key factors: Your recent activity on our platform; You buy fewer items per visit; Your purchase rate has slowed.
271,0.031,May Not Buy,High,You have not shopped recently,You buy fewer items per visit,Your spending is currently low,This customer is may not purchase soon. Key factors: You have not shopped recently; You buy fewer items per visit; Your spending is currently low.
272,0.0,May Not Buy,High,You have not shopped recently,Your purchase rate has slowed,Low cart activity observed,This customer is may not purchase soon. Key factors: You have not shopped recently; Your purchase rate has slowed; Low cart activity observed.
273,0.029,May Not Buy,High,You have not shopped recently,You buy fewer items per visit,You shop frequently with us,This customer is may not purchase soon. Key factors: You have not shopped recently; You buy fewer items per visit; You shop frequently with us.
274,0.012,May Not Buy,High,You have not shopped recently,Your basket size is small,Your purchase frequency is low,This customer is may not purchase soon. Key factors: You have not shopped recently; Your basket size is small; Your purchase frequency is low.
275,0.917,Will Buy,High,Your recent activity on our platform,Low cart activity observed,Your consistent purchase habits,This customer is likely to purchase. Key factors: Your recent activity on our platform; Low cart activity observed; Your consistent purchase habits.
276,0.018,May Not Buy,High,You have not shopped recently,Your purchase rate has slowed,Your basket size is small,This customer is may not purchase soon. Key factors: You have not shopped recently; Your purchase rate has slowed; Your basket size is small.
277,0.939,Will Buy,High,Your recent activity on our platform,Your high spending pattern,Your consistent purchase habits,This customer is likely to purchase. Key factors: Your recent activity on our platform; Your high spending pattern; Your consistent purchase habits.
278,0.005,May Not Buy,High,You have not shopped recently,Low cart activity observed,Your basket size is small,This customer is may not purchase soon. Key factors: You have not shopped recently; Low cart activity observed; Your basket size is small.
279,0.021,May Not Buy,High,You have not shopped recently,Your spending is currently low,Short browsing sessions detected,This customer is may not purchase soon. Key factors: You have not shopped recently; Your spending is currently low; Short browsing sessions detected.
280,0.011,May Not Buy,High,You have not shopped recently,Your purchase rate has slowed,Your basket size is small,This customer is may not purchase soon. Key factors: You have not shopped recently; Your purchase rate has slowed; Your basket size is small.
281,0.052,May Not Buy,High,You have not shopped recently,Your purchase rate has slowed,You buy fewer items per visit,This customer is may not purchase soon. Key factors: You have not shopped recently; Your purchase rate has slowed; You buy fewer items per visit.
282,0.073,May Not Buy,High,You have not shopped recently,You buy in larger quantities,Your high spending pattern,This customer is may not purchase soon. Key factors: You have not shopped recently; You buy in larger quantities; Your high spending pattern.
283,0.003,May Not Buy,High,You have not shopped recently,Your purchase rate has slowed,Low cart activity observed,This customer is may not purchase soon. Key factors: You have not shopped recently; Your purchase rate has slowed; Low cart activity observed.
284,0.032,May Not Buy,High,You have not shopped recently,Your spending is currently low,Low cart activity observed,This customer is may not purchase soon. Key factors: You have not shopped recently; Your spending is currently low; Low cart activity observed.
285,0.011,May Not Buy,High,You have not shopped recently,You buy fewer items per visit,Low cart activity observed,This customer is may not purchase soon. Key factors: You have not shopped recently; You buy fewer items per visit; Low cart activity observed.
286,0.016,May Not Buy,High,You have not shopped recently,Your spending is currently low,You buy fewer items per visit,This customer is may not purchase soon. Key factors: You have not shopped recently; Your spending is currently low; You buy fewer items per visit.
287,0.027,May Not Buy,High,You have not shopped recently,You buy fewer items per visit,Your purchase rate has slowed,This customer is may not purchase soon. Key factors: You have not shopped recently; You buy fewer items per visit; Your purchase rate has slowed.
288,0.942,Will Buy,High,Your recent activity on our platform,Your purchase rate has slowed,You actively browse our products,This customer is likely to purchase. Key factors: Your recent activity on our platform; Your purchase rate has slowed; You actively browse our products.
289,0.026,May Not Buy,High,You have not shopped recently,Your basket size is small,Your consistent purchase habits,This customer is may not purchase soon. Key factors: You have not shopped recently; Your basket size is small; Your consistent purchase habits.
290,0.029,May Not Buy,High,You have not shopped recently,Your basket size is small,You buy in larger quantities,This customer is may not purchase soon. Key factors: You have not shopped recently; Your basket size is small; You buy in larger quantities.
291,0.015,May Not Buy,High,You have not shopped recently,Your purchase rate has slowed,You buy fewer items per visit,This customer is may not purchase soon. Key factors: You have not shopped recently; Your purchase rate has slowed; You buy fewer items per visit.
292,0.029,May Not Buy,High,You have not shopped recently,Your purchase rate has slowed,Your basket size is small,This customer is may not purchase soon. Key factors: You have not shopped recently; Your purchase rate has slowed; Your basket size is small.
293,0.017,May Not Buy,High,You have not shopped recently,Your basket size is small,Your purchase rate has slowed,This customer is may not purchase soon. Key factors: You have not shopped recently; Your basket size is small; Your purchase rate has slowed.
294,0.006,May Not Buy,High,You have not shopped recently,Short browsing sessions detected,Your basket size is small,This customer is may not purchase soon. Key factors: You have not shopped recently; Short browsing sessions detected; Your basket size is small.
295,0.951,Will Buy,High,Your recent activity on our platform,You buy in larger quantities,Limited product browsing detected,This customer is likely to purchase. Key factors: Your recent activity on our platform; You buy in larger quantities; Limited product browsing detected.
296,0.025,May Not Buy,High,You have not shopped recently,You buy fewer items per visit,Your interest in diverse products,This customer is may not purchase soon. Key factors: You have not shopped recently; You buy fewer items per visit; Your interest in diverse products.
297,0.007,May Not Buy,High,You have not shopped recently,Your purchase rate has slowed,Low cart activity observed,This customer is may not purchase soon. Key factors: You have not shopped recently; Your purchase rate has slowed; Low cart activity observed.
298,0.854,Will Buy,High,Your recent activity on our platform,Your purchase rate has slowed,Your basket size is small,This customer is likely to purchase. Key factors: Your recent activity on our platform; Your purchase rate has slowed; Your basket size is small.
299,0.043,May Not Buy,High,You have not shopped recently,You buy in larger quantities,Your basket size is small,This customer is may not purchase soon. Key factors: You have not shopped recently; You buy in larger quantities; Your basket size is small.
300,0.012,May Not Buy,High,You have not shopped recently,Your purchase rate has slowed,Your spending is currently low,This customer is may not purchase soon. Key factors: You have not shopped recently; Your purchase rate has slowed; Your spending is currently low.
301,0.036,May Not Buy,High,You have not shopped recently,You buy fewer items per visit,Your consistent purchase habits,This customer is may not purchase soon. Key factors: You have not shopped recently; You buy fewer items per visit; Your consistent purchase habits.
302,0.973,Will Buy,High,Your recent activity on our platform,Your consistent purchase habits,You buy in larger quantities,This customer is likely to purchase. Key factors: Your recent activity on our platform; Your consistent purchase habits; You buy in larger quantities.
303,0.982,Will Buy,High,Your recent activity on our platform,Your consistent purchase habits,You shop frequently with us,This customer is likely to purchase. Key factors: Your recent activity on our platform; Your consistent purchase habits; You shop frequently with us.
304,0.026,May Not Buy,High,You have not shopped recently,Low cart activity observed,Your consistent purchase habits,This customer is may not purchase soon. Key factors: You have not shopped recently; Low cart activity observed; Your consistent purchase habits.
305,0.933,Will Buy,High,Your recent activity on our platform,Your purchase rate has slowed,You actively browse our products,This customer is likely to purchase. Key factors: Your recent activity on our platform; Your purchase rate has slowed; You actively browse our products.
306,0.043,May Not Buy,High,You have not shopped recently,Your purchase rate has slowed,Your large average basket size,This customer is may not purchase soon. Key factors: You have not shopped recently; Your purchase rate has slowed; Your large average basket size.
307,0.0,May Not Buy,High,You have not shopped recently,Your purchase rate has slowed,Low cart activity observed,This customer is may not purchase soon. Key factors: You have not shopped recently; Your purchase rate has slowed; Low cart activity observed.
308,0.016,May Not Buy,High,You have not shopped recently,Your purchase rate has slowed,You buy fewer items per visit,This customer is may not purchase soon. Key factors: You have not shopped recently; Your purchase rate has slowed; You buy fewer items per visit.
309,0.039,May Not Buy,High,You have not shopped recently,Your purchase rate has slowed,Your purchase frequency is low,This customer is may not purchase soon. Key factors: You have not shopped recently; Your purchase rate has slowed; Your purchase frequency is low.
310,0.009,May Not Buy,High,You have not shopped recently,Your basket size is small,You buy fewer items per visit,This customer is may not purchase soon. Key factors: You have not shopped recently; Your basket size is small; You buy fewer items per visit.
311,0.021,May Not Buy,High,You have not shopped recently,Your spending is currently low,Limited product browsing detected,This customer is may not purchase soon. Key factors: You have not shopped recently; Your spending is currently low; Limited product browsing detected.
312,0.017,May Not Buy,High,You have not shopped recently,Your purchase rate has slowed,You buy fewer items per visit,This customer is may not purchase soon. Key factors: You have not shopped recently; Your purchase rate has slowed; You buy fewer items per visit.
313,0.945,Will Buy,High,Your recent activity on our platform,Your consistent purchase habits,You buy fewer items per visit,This customer is likely to purchase. Key factors: Your recent activity on our platform; Your consistent purchase habits; You buy fewer items per visit.
314,0.019,May Not Buy,High,You have not shopped recently,Your basket size is small,You buy fewer items per visit,This customer is may not purchase soon. Key factors: You have not shopped recently; Your basket size is small; You buy fewer items per visit.
315,0.039,May Not Buy,High,You have not shopped recently,Your purchase rate has slowed,You actively browse our products,This customer is may not purchase soon. Key factors: You have not shopped recently; Your purchase rate has slowed; You actively browse our products.
316,0.037,May Not Buy,High,You have not shopped recently,You buy fewer items per visit,Your consistent purchase habits,This customer is may not purchase soon. Key factors: You have not shopped recently; You buy fewer items per visit; Your consistent purchase habits.
317,0.04,May Not Buy,High,You have not shopped recently,You buy in larger quantities,Limited product browsing detected,This customer is may not purchase soon. Key factors: You have not shopped recently; You buy in larger quantities; Limited product browsing detected.
318,0.037,May Not Buy,High,You have not shopped recently,You buy fewer items per visit,Your large average basket size,This customer is may not purchase soon. Key factors: You have not shopped recently; You buy fewer items per visit; Your large average basket size.
319,0.039,May Not Buy,High,You have not shopped recently,Limited product browsing detected,Your spending is currently low,This customer is may not purchase soon. Key factors: You have not shopped recently; Limited product browsing detected; Your spending is currently low.
320,0.94,Will Buy,High,Your recent activity on our platform,You actively browse our products,You buy fewer items per visit,This customer is likely to purchase. Key factors: Your recent activity on our platform; You actively browse our products; You buy fewer items per visit.
321,0.044,May Not Buy,High,You have not shopped recently,Your purchase frequency is low,Your spending is currently low,This customer is may not purchase soon. Key factors: You have not shopped recently; Your purchase frequency is low; Your spending is currently low.
322,0.0,May Not Buy,High,You have not shopped recently,Your spending is currently low,Your purchase rate has slowed,This customer is may not purchase soon. Key factors: You have not shopped recently; Your spending is currently low; Your purchase rate has slowed.
323,0.029,May Not Buy,High,You have not shopped recently,Low cart activity observed,Limited product browsing detected,This customer is may not purchase soon. Key factors: You have not shopped recently; Low cart activity observed; Limited product browsing detected.
324,0.019,May Not Buy,High,You have not shopped recently,Your basket size is small,Short browsing sessions detected,This customer is may not purchase soon. Key factors: You have not shopped recently; Your basket size is small; Short browsing sessions detected.
325,0.969,Will Buy,High,Your recent activity on our platform,Your consistent purchase habits,You actively browse our products,This customer is likely to purchase. Key factors: Your recent activity on our platform; Your consistent purchase habits; You actively browse our products.
326,0.018,May Not Buy,High,You have not shopped recently,Short browsing sessions detected,You buy fewer items per visit,This customer is may not purchase soon. Key factors: You have not shopped recently; Short browsing sessions detected; You buy fewer items per visit.
327,0.05,May Not Buy,High,You have not shopped recently,Your consistent purchase habits,Your large average basket size,This customer is may not purchase soon. Key factors: You have not shopped recently; Your consistent purchase habits; Your large average basket size.
328,0.012,May Not Buy,High,You have not shopped recently,Your basket size is small,Your spending is currently low,This customer is may not purchase soon. Key factors: You have not shopped recently; Your basket size is small; Your spending is currently low.
329,0.013,May Not Buy,High,You have not shopped recently,Your basket size is small,You buy in larger quantities,This customer is may not purchase soon. Key factors: You have not shopped recently; Your basket size is small; You buy in larger quantities.
330,0.94,Will Buy,High,Your recent activity on our platform,Your large average basket size,Your purchase rate has slowed,This customer is likely to purchase. Key factors: Your recent activity on our platform; Your large average basket size; Your purchase rate has slowed.
331,0.055,May Not Buy,High,You have not shopped recently,You buy in larger quantities,Your spending is currently low,This customer is may not purchase soon. Key factors: You have not shopped recently; You buy in larger quantities; Your spending is currently low.
332,0.96,Will Buy,High,Your recent activity on our platform,Your consistent purchase habits,You buy in larger quantities,This customer is likely to purchase. Key factors: Your recent activity on our platform; Your consistent purchase habits; You buy in larger quantities.
333,0.94,Will Buy,High,Your recent activity on our platform,You buy in larger quantities,Your basket size is small,This customer is likely to purchase. Key factors: Your recent activity on our platform; You buy in larger quantities; Your basket size is small.
334,0.955,Will Buy,High,Your recent activity on our platform,Your consistent purchase habits,Your spending is currently low,This customer is likely to purchase. Key factors: Your recent activity on our platform; Your consistent purchase habits; Your spending is currently low.
335,0.88,Will Buy,High,Your recent activity on our platform,Your purchase rate has slowed,Your basket size is small,This customer is likely to purchase. Key factors: Your recent activity on our platform; Your purchase rate has slowed; Your basket size is small.
336,0.011,May Not Buy,High,You have not shopped recently,Your basket size is small,You buy in larger quantities,This customer is may not purchase soon. Key factors: You have not shopped recently; Your basket size is small; You buy in larger quantities.
337,0.01,May Not Buy,High,You have not shopped recently,Short browsing sessions detected,Your purchase rate has slowed,This customer is may not purchase soon. Key factors: You have not shopped recently; Short browsing sessions detected; Your purchase rate has slowed.
338,0.005,May Not Buy,High,You have not shopped recently,Your basket size is small,You buy fewer items per visit,This customer is may not purchase soon. Key factors: You have not shopped recently; Your basket size is small; You buy fewer items per visit.
339,0.954,Will Buy,High,Your recent activity on our platform,Your consistent purchase habits,Your spending is currently low,This customer is likely to purchase. Key factors: Your recent activity on our platform; Your consistent purchase habits; Your spending is currently low.
340,0.964,Will Buy,High,Your recent activity on our platform,Your large average basket size,Short browsing sessions detected,This customer is likely to purchase. Key factors: Your recent activity on our platform; Your large average basket size; Short browsing sessions detected.
341,0.968,Will Buy,High,Your recent activity on our platform,Your consistent purchase habits,Your high spending pattern,This customer is likely to purchase. Key factors: Your recent activity on our platform; Your consistent purchase habits; Your high spending pattern.
342,0.014,May Not Buy,High,You have not shopped recently,Your purchase rate has slowed,Your basket size is small,This customer is may not purchase soon. Key factors: You have not shopped recently; Your purchase rate has slowed; Your basket size is small.
343,0.023,May Not Buy,High,You have not shopped recently,Your purchase rate has slowed,You buy fewer items per visit,This customer is may not purchase soon. Key factors: You have not shopped recently; Your purchase rate has slowed; You buy fewer items per visit.
344,0.019,May Not Buy,High,You have not shopped recently,Your basket size is small,You buy in larger quantities,This customer is may not purchase soon. Key factors: You have not shopped recently; Your basket size is small; You buy in larger quantities.
345,0.98,Will Buy,High,Your recent activity on our platform,Your consistent purchase habits,You buy in larger quantities,This customer is likely to purchase. Key factors: Your recent activity on our platform; Your consistent purchase habits; You buy in larger quantities.
346,0.014,May Not Buy,High,You have not shopped recently,Your purchase rate has slowed,You buy fewer items per visit,This customer is may not purchase soon. Key factors: You have not shopped recently; Your purchase rate has slowed; You buy fewer items per visit.
347,0.01,May Not Buy,High,You have not shopped recently,Short browsing sessions detected,Your spending is currently low,This customer is may not purchase soon. Key factors: You have not shopped recently; Short browsing sessions detected; Your spending is currently low.
348,0.01,May Not Buy,High,You have not shopped recently,Your purchase rate has slowed,Low cart activity observed,This customer is may not purchase soon. Key factors: You have not shopped recently; Your purchase rate has slowed; Low cart activity observed.
349,0.61,Will Buy,Medium,Your recent activity on our platform,Your purchase rate has slowed,Your purchase frequency is low,This customer is likely to purchase. Key factors: Your recent activity on our platform; Your purchase rate has slowed; Your purchase frequency is low.
350,0.041,May Not Buy,High,You have not shopped recently,Your consistent purchase habits,You frequently add items to cart,This customer is may not purchase soon. Key factors: You have not shopped recently; Your consistent purchase habits; You frequently add items to cart.
351,0.01,May Not Buy,High,You have not shopped recently,Your basket size is small,You buy fewer items per visit,This customer is may not purchase soon. Key factors: You have not shopped recently; Your basket size is small; You buy fewer items per visit.
352,0.982,Will Buy,High,Your recent activity on our platform,Your consistent purchase habits,Your high spending pattern,This customer is likely to purchase. Key factors: Your recent activity on our platform; Your consistent purchase habits; Your high spending pattern.
353,0.953,Will Buy,High,Your recent activity on our platform,Your purchase rate has slowed,You spend quality time browsing,This customer is likely to purchase. Key factors: Your recent activity on our platform; Your purchase rate has slowed; You spend quality time browsing.
354,0.98,Will Buy,High,Your recent activity on our platform,Your consistent purchase habits,Your high spending pattern,This customer is likely to purchase. Key factors: Your recent activity on our platform; Your consistent purchase habits; Your high spending pattern.
355,0.014,May Not Buy,High,You have not shopped recently,Your basket size is small,Your spending is currently low,This customer is may not purchase soon. Key factors: You have not shopped recently; Your basket size is small; Your spending is currently low.
356,0.977,Will Buy,High,Your recent activity on our platform,Your consistent purchase habits,You buy in larger quantities,This customer is likely to purchase. Key factors: Your recent activity on our platform; Your consistent purchase habits; You buy in larger quantities.
357,0.021,May Not Buy,High,You have not shopped recently,Your spending is currently low,Your purchase rate has slowed,This customer is may not purchase soon. Key factors: You have not shopped recently; Your spending is currently low; Your purchase rate has slowed.
358,0.972,Will Buy,High,Your recent activity on our platform,You buy in larger quantities,Your consistent purchase habits,This customer is likely to purchase. Key factors: Your recent activity on our platform; You buy in larger quantities; Your consistent purchase habits.
359,0.028,May Not Buy,High,You have not shopped recently,Your spending is currently low,You buy fewer items per visit,This customer is may not purchase soon. Key factors: You have not shopped recently; Your spending is currently low; You buy fewer items per visit.
360,0.925,Will Buy,High,Your recent activity on our platform,Your consistent purchase habits,Your basket size is small,This customer is likely to purchase. Key factors: Your recent activity on our platform; Your consistent purchase habits; Your basket size is small.
361,0.012,May Not Buy,High,You have not shopped recently,Short browsing sessions detected,You buy fewer items per visit,This customer is may not purchase soon. Key factors: You have not shopped recently; Short browsing sessions detected; You buy fewer items per visit.
362,0.046,May Not Buy,High,You have not shopped recently,You buy in larger quantities,Your basket size is small,This customer is may not purchase soon. Key factors: You have not shopped recently; You buy in larger quantities; Your basket size is small.
363,0.799,Will Buy,Medium,Your recent activity on our platform,You actively browse our products,You frequently add items to cart,This customer is likely to purchase. Key factors: Your recent activity on our platform; You actively browse our products; You frequently add items to cart.
364,0.034,May Not Buy,High,You have not shopped recently,Your consistent purchase habits,Low cart activity observed,This customer is may not purchase soon. Key factors: You have not shopped recently; Your consistent purchase habits; Low cart activity observed.
365,0.027,May Not Buy,High,You have not shopped recently,Low cart activity observed,Your purchase rate has slowed,This customer is may not purchase soon. Key factors: You have not shopped recently; Low cart activity observed; Your purchase rate has slowed.
366,0.078,May Not Buy,High,You have not shopped recently,Your purchase rate has slowed,You actively browse our products,This customer is may not purchase soon. Key factors: You have not shopped recently; Your purchase rate has slowed; You actively browse our products.
367,0.027,May Not Buy,High,You have not shopped recently,Your purchase rate has slowed,Your basket size is small,This customer is may not purchase soon. Key factors: You have not shopped recently; Your purchase rate has slowed; Your basket size is small.
368,0.025,May Not Buy,High,You have not shopped recently,Your purchase rate has slowed,Low cart activity observed,This customer is may not purchase soon. Key factors: You have not shopped recently; Your purchase rate has slowed; Low cart activity observed.
369,0.923,Will Buy,High,Your recent activity on our platform,Your purchase rate has slowed,You actively browse our products,This customer is likely to purchase. Key factors: Your recent activity on our platform; Your purchase rate has slowed; You actively browse our products.
370,0.984,Will Buy,High,Your recent activity on our platform,You buy in larger quantities,Your consistent purchase habits,This customer is likely to purchase. Key factors: Your recent activity on our platform; You buy in larger quantities; Your consistent purchase habits.
371,0.001,May Not Buy,High,You have not shopped recently,Your purchase rate has slowed,Low cart activity observed,This customer is may not purchase soon. Key factors: You have not shopped recently; Your purchase rate has slowed; Low cart activity observed.
372,0.009,May Not Buy,High,You have not shopped recently,Your basket size is small,You buy fewer items per visit,This customer is may not purchase soon. Key factors: You have not shopped recently; Your basket size is small; You buy fewer items per visit.
373,0.038,May Not Buy,High,You have not shopped recently,Your purchase rate has slowed,Your purchase frequency is low,This customer is may not purchase soon. Key factors: You have not shopped recently; Your purchase rate has slowed; Your purchase frequency is low.
374,0.031,May Not Buy,High,You have not shopped recently,You buy in larger quantities,Your interest in diverse products,This customer is may not purchase soon. Key factors: You have not shopped recently; You buy in larger quantities; Your interest in diverse products.
375,0.978,Will Buy,High,Your recent activity on our platform,Your consistent purchase habits,Your large average basket size,This customer is likely to purchase. Key factors: Your recent activity on our platform; Your consistent purchase habits; Your large average basket size.
376,0.024,May Not Buy,High,You have not shopped recently,Your purchase rate has slowed,Your spending is currently low,This customer is may not purchase soon. Key factors: You have not shopped recently; Your purchase rate has slowed; Your spending is currently low.
377,0.967,Will Buy,High,Your recent activity on our platform,Your consistent purchase habits,Your basket size is small,This customer is likely to purchase. Key factors: Your recent activity on our platform; Your consistent purchase habits; Your basket size is small.
378,0.006,May Not Buy,High,You have not shopped recently,Your spending is currently low,You buy fewer items per visit,This customer is may not purchase soon. Key factors: You have not shopped recently; Your spending is currently low; You buy fewer items per visit.
379,0.052,May Not Buy,High,You have not shopped recently,Your purchase rate has slowed,You frequently add items to cart,This customer is may not purchase soon. Key factors: You have not shopped recently; Your purchase rate has slowed; You frequently add items to cart.
380,0.019,May Not Buy,High,You have not shopped recently,Your purchase rate has slowed,Your spending is currently low,This customer is may not purchase soon. Key factors: You have not shopped recently; Your purchase rate has slowed; Your spending is currently low.
381,0.017,May Not Buy,High,You have not shopped recently,Your purchase rate has slowed,You buy fewer items per visit,This customer is may not purchase soon. Key factors: You have not shopped recently; Your purchase rate has slowed; You buy fewer items per visit.
382,0.874,Will Buy,High,Your recent activity on our platform,You buy fewer items per visit,Your purchase frequency is low,This customer is likely to purchase. Key factors: Your recent activity on our platform; You buy fewer items per visit; Your purchase frequency is low.
383,0.044,May Not Buy,High,You have not shopped recently,Your purchase rate has slowed,You frequently add items to cart,This customer is may not purchase soon. Key factors: You have not shopped recently; Your purchase rate has slowed; You frequently add items to cart.
384,0.046,May Not Buy,High,You have not shopped recently,Your basket size is small,You actively browse our products,This customer is may not purchase soon. Key factors: You have not shopped recently; Your basket size is small; You actively browse our products.
385,0.977,Will Buy,High,Your recent activity on our platform,You buy in larger quantities,Your consistent purchase habits,This customer is likely to purchase. Key factors: Your recent activity on our platform; You buy in larger quantities; Your consistent purchase habits.
386,0.031,May Not Buy,High,You have not shopped recently,Your spending is currently low,You frequently add items to cart,This customer is may not purchase soon. Key factors: You have not shopped recently; Your spending is currently low; You frequently add items to cart.
387,0.01,May Not Buy,High,You have not shopped recently,You buy fewer items per visit,Limited product browsing detected,This customer is may not purchase soon. Key factors: You have not shopped recently; You buy fewer items per visit; Limited product browsing detected.
388,0.034,May Not Buy,High,You have not shopped recently,You buy in larger quantities,Your basket size is small,This customer is may not purchase soon. Key factors: You have not shopped recently; You buy in larger quantities; Your basket size is small.
389,0.01,May Not Buy,High,You have not shopped recently,Your purchase rate has slowed,Low cart activity observed,This customer is may not purchase soon. Key factors: You have not shopped recently; Your purchase rate has slowed; Low cart activity observed.
390,0.031,May Not Buy,High,You have not shopped recently,Your consistent purchase habits,You buy in larger quantities,This customer is may not purchase soon. Key factors: You have not shopped recently; Your consistent purchase habits; You buy in larger quantities.
391,0.025,May Not Buy,High,You have not shopped recently,Your basket size is small,You buy in larger quantities,This customer is may not purchase soon. Key factors: You have not shopped recently; Your basket size is small; You buy in larger quantities.
392,0.994,Will Buy,High,Your recent activity on our platform,Your consistent purchase habits,Your high spending pattern,This customer is likely to purchase. Key factors: Your recent activity on our platform; Your consistent purchase habits; Your high spending pattern.
393,0.954,Will Buy,High,Your recent activity on our platform,Your large average basket size,You buy in larger quantities,This customer is likely to purchase. Key factors: Your recent activity on our platform; Your large average basket size; You buy in larger quantities.
394,0.944,Will Buy,High,Your recent activity on our platform,Your consistent purchase habits,You buy in larger quantities,This customer is likely to purchase. Key factors: Your recent activity on our platform; Your consistent purchase habits; You buy in larger quantities.
395,0.03,May Not Buy,High,You have not shopped recently,Your purchase rate has slowed,You buy fewer items per visit,This customer is may not purchase soon. Key factors: You have not shopped recently; Your purchase rate has slowed; You buy fewer items per visit.
396,0.036,May Not Buy,High,You have not shopped recently,You frequently add items to cart,Short browsing sessions detected,This customer is may not purchase soon. Key factors: You have not shopped recently; You frequently add items to cart; Short browsing sessions detected.
397,0.027,May Not Buy,High,You have not shopped recently,Your purchase rate has slowed,Your purchase frequency is low,This customer is may not purchase soon. Key factors: You have not shopped recently; Your purchase rate has slowed; Your purchase frequency is low.
398,0.976,Will Buy,High,Your recent activity on our platform,Your consistent purchase habits,You actively browse our products,This customer is likely to purchase. Key factors: Your recent activity on our platform; Your consistent purchase habits; You actively browse our products.
399,0.054,May Not Buy,High,You have not shopped recently,Your consistent purchase habits,You frequently add items to cart,This customer is may not purchase soon. Key factors: You have not shopped recently; Your consistent purchase habits; You frequently add items to cart.
400,0.962,Will Buy,High,Your recent activity on our platform,Your consistent purchase habits,Low cart activity observed,This customer is likely to purchase. Key factors: Your recent activity on our platform; Your consistent purchase habits; Low cart activity observed.
401,0.96,Will Buy,High,Your recent activity on our platform,You buy in larger quantities,You shop frequently with us,This customer is likely to purchase. Key factors: Your recent activity on our platform; You buy in larger quantities; You shop frequently with us.
402,0.985,Will Buy,High,Your recent activity on our platform,Your consistent purchase habits,You actively browse our products,This customer is likely to purchase. Key factors: Your recent activity on our platform; Your consistent purchase habits; You actively browse our products.
